workerID,fileName,score,profession,gender,yearsOfProgramming,country,programmingLanguage,IDKLevel,TP,TN,FP,FN,CorrectAnswers,TotalAnswers
1117AG3e4C-92-7,J4.7,5.00,Other,Female,2.00,US,PHP,0.00,1.00,0.00,1.00,0.00,1.00,2.00
747Ee7E0G0-10,J8.54,5.00,Graduate_Student,Female,5.00,INDIA,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
546IE-7A1G4-6-9,J4.7,3.00,Undergraduate_Student,Male,4.00,US,JAVA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
21cI-1i9c-41-7,J2.24,5.00,Professional_Developer,Female,8.00,INDIA,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
1199gG-2a-9I-60-7,J6.51,3.00,Other,Male,3.00,US,VBA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
46Gi0c0C9-16,J4.7,5.00,Graduate_Student,Male,7.00,US,BASH and Powershell,2.00,0.00,1.00,0.00,0.00,1.00,1.00
1023eg-8i1C506,J4.7,4.00,Professional_Developer,Female,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1157ca-1E-5e-564,J4.7,4.00,Undergraduate_Student,Male,2.00,US,C,0.00,1.00,2.00,0.00,0.00,3.00,3.00
478CA-3g0a-1-4-2,J8.54,3.00,Graduate_Student,Male,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
347ci9I0e-1-60,J4.7,5.00,Hobbyist,Male,30.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
970AG-5G9G0-86,J6.51,4.00,Hobbyist,Male,1.00,US,BASIC,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1212cg-2a2A0-74,J4.7,4.00,Hobbyist,Male,7.00,US,3,1.00,0.00,2.00,0.00,0.00,2.00,2.00
52Ce2i0i-614,J4.7,5.00,Hobbyist,Male,15.00,US,"C++, Visual Basic",0.00,0.00,2.00,0.00,1.00,2.00,3.00
58eg1i0G-9-2-9,J4.7,5.00,Hobbyist,Male,5.00,US,c#,1.00,0.00,1.00,0.00,0.00,1.00,1.00
913Ec-1a-5G896,J2.24,3.00,Hobbyist,Male,5.00,US,C++,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1245CI-3g-1a1-72,J4.7,5.00,Undergraduate_Student,Male,1.00,US,C++,2.00,0.00,1.00,0.00,0.00,1.00,1.00
1013GI0e-3C-869,J4.7,3.00,Professional_Developer,Female,5.00,INDIA,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1297gA-5c-6e-204,J4.7,5.00,Professional_Developer,Female,6.00,INDIA,"PHP,MySQL",0.00,0.00,2.00,1.00,0.00,2.00,3.00
172Cg2C7i-8-1-4,J8.54,3.00,Graduate_Student,Female,6.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
48gE-1G-6C9-22:113Ac-6g-2G-310,J4.7,3.00,Hobbyist,Male,3.00,US,php,0.00,0.00,2.00,1.00,0.00,2.00,3.00
1340Gi0e-4G-265,J4.7,5.00,Professional_Developer,Male,4.00,INDIA,JAVA,0.00,0.00,1.00,0.00,1.00,1.00,2.00
629Ee-9e7e9-32,J5.35,4.00,Professional_Developer,Male,8.00,INDIA,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
262IG-2i-1e-860,J3.6,5.00,Undergraduate_Student,Female,1.00,US,JAVA,1.00,1.00,0.00,1.00,0.00,1.00,2.00
50gG-8i8g-16-5,J4.7,5.00,Hobbyist,Male,4.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
83gE-9E9a-176:1609ca8I0E-894,J1.8,4.00,Undergraduate_Student,Male,9.00,US,c++,0.00,1.00,1.00,0.00,0.00,2.00,2.00
1568aA-4c6i-106:505iC4e-2c-439,J4.7,3.00,Professional_Developer,Male,15.00,US,"Perl, SQL",0.00,0.00,1.00,1.00,1.00,1.00,3.00
714gE-6e0E-3-3-3,J8.54,3.00,Undergraduate_Student,Female,1.00,INDIA,C,0.00,0.00,1.00,0.00,2.00,1.00,3.00
589GA-9C3c710,J7.33,3.00,Hobbyist,Male,3.00,US,JAVA,1.00,0.00,0.00,1.00,0.00,0.00,1.00
12gG3I-4G95-8,J3.6,4.00,Hobbyist,Male,5.00,US,python,2.00,0.00,1.00,0.00,0.00,1.00,1.00
1518CC2g5I-319,J1.8,4.00,Graduate_Student,Male,3.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
447Ic-4a0e0-7-3,J3.6,4.00,Undergraduate_Student,Male,2.00,US,C++,0.00,0.00,1.00,1.00,1.00,1.00,3.00
5ai0i-8E-72-1,J5.35,3.00,Professional_Developer,Female,5.00,INDIA,JAVA,0.00,1.00,0.00,2.00,0.00,1.00,3.00
725gi2i-5a38-8,J4.7,4.00,Graduate_Student,Male,4.00,US,JAVA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
966EA3a-3A1-1-5,J8.54,5.00,Professional_Developer,Male,8.00,INDIA,C#,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1229cG-8G1G-915,J4.7,4.00,Hobbyist,Male,15.00,US,C++,0.00,0.00,2.00,1.00,0.00,2.00,3.00
356aC-2E-3i-1-9-2,J8.54,4.00,Hobbyist,Female,1.00,US,BASH,0.00,0.00,3.00,0.00,0.00,3.00,3.00
474ic-2g1i-23-3,J8.54,5.00,Undergraduate_Student,Male,20.00,US,PHP,0.00,0.00,3.00,0.00,0.00,3.00,3.00
666cg2a-4C2-83,J4.7,3.00,Hobbyist,Female,12.00,US,C++,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1535eC4G4g-8-85:827Ca-4g2e-90-5,J4.7,5.00,Professional_Developer,Male,1.00,INDIA,JAVA,0.00,0.00,1.00,2.00,0.00,1.00,3.00
892CA6a-8c802:759GA-8a-5a-285,J1.8,4.00,Professional_Developer,Female,6.00,INDIA,"PHP,MySQL",0.00,0.00,0.00,3.00,0.00,0.00,3.00
772ia-5e-2C4-55,J4.7,4.00,Hobbyist,Male,8.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
594eG-2e-7C12-9,J8.54,3.00,Hobbyist,Male,10.00,INDIA,"VB.net, MQL4",0.00,0.00,1.00,2.00,0.00,1.00,3.00
777Ci4A2a213,J4.7,3.00,Undergraduate_Student,Male,2.00,US,Python,0.00,0.00,1.00,2.00,0.00,1.00,3.00
693ag0C9I-13-6,J1.8,4.00,Graduate_Student,Male,2.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
1183aG3E2c-60-7,J6.51,4.00,Undergraduate_Student,Male,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
664Ge2a-4e-66-2,J3.6,3.00,Hobbyist,Female,0.00,US,NONE,0.00,0.00,1.00,1.00,1.00,1.00,3.00
657eE-7g8g0-33,J4.7,5.00,Undergraduate_Student,Female,1.00,Canada,C#,3.00,0.00,0.00,0.00,0.00,0.00,0.00
532iI4C2G-8-35,J8.54,5.00,Graduate_Student,Female,1.00,INDIA,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
630AE4g-9A-5-50,J8.54,3.00,Professional_Developer,Male,12.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
61ae4E2e164,J8.54,5.00,Professional_Developer,Male,35.00,US,"python, c++",0.00,0.00,2.00,1.00,0.00,2.00,3.00
54ee2E5G30-4,J4.7,4.00,Hobbyist,Male,1.00,US,JAVA,2.00,0.00,1.00,0.00,0.00,1.00,1.00
82Ai8C-3i739,J8.54,3.00,Hobbyist,Female,2.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
1147iA9a5c196,J6.51,3.00,Hobbyist,Female,1.00,US,C#,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1517gG7e-9a5-12:13EE-9c-7e880,J1.8,5.00,Graduate_Student,Female,4.00,INDIA,JAVA,0.00,0.00,1.00,0.00,1.00,1.00,2.00
452Ig6c-9G-502:768Ga1I8G-27-2:69eC6i-8G00-4,J1.8,4.00,Hobbyist,Male,35.00,US,Euphoria,0.00,1.00,2.00,0.00,0.00,3.00,3.00
999ga-2G-2G995:687Ci0C-3e-4-55,J4.7,5.00,Professional_Developer,Male,10.00,Croatia,Python,0.00,0.00,1.00,2.00,0.00,1.00,3.00
1270GI8C5i-6-19,J6.51,5.00,Undergraduate_Student,Male,9.00,US,c++,0.00,0.00,2.00,1.00,0.00,2.00,3.00
40Ge-1c-3I-31-7,J1.8,4.00,Professional_Developer,Male,3.00,INDIA,HTML,1.00,0.00,0.00,0.00,1.00,0.00,1.00
529EI4e7C696,J8.54,3.00,Professional_Developer,Male,8.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
90Ai-9A0a-8-28,J4.7,3.00,Hobbyist,Male,30.00,US,PHP,2.00,1.00,0.00,0.00,0.00,1.00,1.00
183EC9G-6E-4-40,J3.6,3.00,Hobbyist,Female,2.00,INDIA,php,0.00,0.00,1.00,0.00,0.00,1.00,1.00
352iG-9c-2C29-1,J4.7,3.00,Undergraduate_Student,Male,1.00,US,C++,0.00,0.00,1.00,2.00,0.00,1.00,3.00
1577Cc1E-5E1-9-3,J3.6,5.00,Undergraduate_Student,Male,2.00,US,Ada,0.00,0.00,1.00,0.00,0.00,1.00,1.00
702ci-6A7G-38-5,J5.35,3.00,Professional_Developer,Female,10.00,INDIA,JAVA,0.00,1.00,1.00,1.00,0.00,2.00,3.00
104eE-2E-5a05-8,J5.35,3.00,Professional_Developer,Male,2.00,US,VB.NET,2.00,1.00,0.00,0.00,0.00,1.00,1.00
98ce7A-4i-507,J1.8,4.00,Undergraduate_Student,Female,10.00,US,c#,0.00,1.00,2.00,0.00,0.00,3.00,3.00
47iC7C7I-8-2-2,J3.6,3.00,Professional_Developer,Male,30.00,US,"vb.net, vbscript, vba",0.00,0.00,1.00,1.00,0.00,1.00,2.00
19CG-8g8e502:609ie-1e-7i-69-2,J3.6,5.00,Other,Male,12.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
831AG1c-9G-3-45,J2.24,3.00,Hobbyist,Male,5.00,US,C++,0.00,0.00,1.00,2.00,0.00,1.00,3.00
651iA8E0i-867,J4.7,5.00,Professional_Developer,Male,10.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1266Gc-4I7C152,J3.6,3.00,Professional_Developer,Female,9.00,INDIA,PHP,0.00,0.00,1.00,1.00,0.00,1.00,2.00
494gg-5i2I0-76,J1.8,5.00,Graduate_Student,Male,1.00,US,C++,0.00,0.00,2.00,1.00,0.00,2.00,3.00
53Aa5c-1C-9-70,J4.7,3.00,Undergraduate_Student,Male,3.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
318ei6C-4e59-7,J8.54,5.00,Hobbyist,Male,15.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
669Ce-6e1a4-71,J5.35,3.00,Hobbyist,Male,15.00,US,Python,0.00,1.00,1.00,1.00,0.00,2.00,3.00
1029gC9I4C-463,J2.24,5.00,Undergraduate_Student,Male,2.00,INDIA,JAVA,3.00,0.00,0.00,0.00,0.00,0.00,0.00
94ce-5I9a-4-3-6:477Gi5i-7I316,J8.54,4.00,Hobbyist,Male,14.00,US,JAVA,0.00,0.00,1.00,2.00,0.00,1.00,3.00
1254gg5C-2C06-7,J6.51,5.00,Professional_Developer,Female,16.00,US,"C, Python",0.00,1.00,2.00,0.00,0.00,3.00,3.00
270eG-5c6A3-46:65eI-2i-2I-9-36,J1.8,5.00,Professional_Developer,Male,20.00,US,C#,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1494IE-6g9G9-48,J1.8,4.00,Hobbyist,Male,8.00,US,python,0.00,0.00,1.00,1.00,0.00,1.00,2.00
270ie-2C-4c-550:97ai0I-8C871,J1.8,5.00,Professional_Developer,Male,20.00,US,c++,0.00,0.00,2.00,1.00,0.00,2.00,3.00
918aC-7a-9A-710,J8.54,3.00,Professional_Developer,Male,10.00,US,C#,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1222ae-7A3c2-7-6,J6.51,4.00,Other,Female,12.00,US,c++,0.00,0.00,2.00,0.00,1.00,2.00,3.00
300eA0A3G951,J3.6,3.00,Professional_Developer,Male,20.00,US,"PHP, Perl",0.00,0.00,1.00,1.00,0.00,1.00,2.00
1110Ge7a2g-1-70,J4.7,3.00,Hobbyist,Female,0.00,US,html,3.00,0.00,0.00,0.00,0.00,0.00,0.00
138iA3e-9A-85-8,J8.54,4.00,Undergraduate_Student,Male,2.00,US,JAVA,0.00,0.00,1.00,0.00,2.00,1.00,3.00
1330Ie9C-8c236,J4.7,3.00,Graduate_Student,Female,10.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
23Ai-8E5A-1-1-1,J4.7,5.00,Hobbyist,Male,1.00,US,python,0.00,0.00,1.00,2.00,0.00,1.00,3.00
607iG-5I0i314,J3.6,4.00,Hobbyist,Male,15.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1269AG-3e1e-50-8,J6.51,3.00,Undergraduate_Student,Male,1.00,US,JAVA,2.00,0.00,0.00,0.00,0.00,0.00,0.00
749ei0A6I-20-1,J4.7,4.00,Professional_Developer,Male,15.00,US,C#,3.00,0.00,0.00,0.00,0.00,0.00,0.00
663Eg0E6G90-1,J8.54,5.00,Other,Female,15.00,US,Python,0.00,0.00,2.00,1.00,0.00,2.00,3.00
256ai-9C-4A-2-5-9,J3.6,5.00,Graduate_Student,Male,10.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
645ca0i0i87-5:419ee1I0A201,J4.7,5.00,Professional_Developer,Male,20.00,US,c++,0.00,1.00,2.00,0.00,0.00,3.00,3.00
668IE-2E-3i-9-1-6,J8.54,4.00,Hobbyist,Male,9.00,US,"C, Python",2.00,0.00,1.00,0.00,0.00,1.00,1.00
80Ga2E9e43-9,J4.7,4.00,Graduate_Student,Male,2.00,Latvia,JAVA,1.00,0.00,1.00,0.00,0.00,1.00,1.00
1608Ic8c-7G-423,J4.7,4.00,Undergraduate_Student,Male,3.00,US,"c++, assembly",1.00,0.00,0.00,1.00,0.00,0.00,1.00
1445ca0A-2a-819,J1.8,3.00,Undergraduate_Student,Male,2.00,US,JAVA,0.00,0.00,0.00,2.00,0.00,0.00,2.00
893ec6i-1a-49-2,J4.7,4.00,Professional_Developer,Male,17.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
35eA-7i-2a656,J7.33,5.00,Professional_Developer,Male,3.00,INDIA,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
931EE-1g8a-456,J2.24,3.00,Undergraduate_Student,Male,4.00,US,JAVA,0.00,0.00,0.00,3.00,0.00,0.00,3.00
508Ie-4g5I2-2-6,J8.54,3.00,Undergraduate_Student,Female,20.00,US,C++,1.00,0.00,0.00,0.00,0.00,0.00,0.00
230GE3I5a522,J3.6,4.00,Professional_Developer,Female,6.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
33IE-8g0A9-7-8,J6.51,5.00,Professional_Developer,Male,8.00,US,JAVA,0.00,1.00,1.00,1.00,0.00,2.00,3.00
75IG0G-7C6-30:286AC-3A-2g0-74:3aI0C8I-9-2-5,J3.6,4.00,Professional_Developer,Female,9.00,INDIA,PHP,0.00,1.00,2.00,0.00,0.00,3.00,3.00
739Gg9c-2G37-5,J8.54,3.00,Professional_Developer,Female,15.00,INDIA,php,0.00,0.00,2.00,1.00,0.00,2.00,3.00
391Ce-9e0c133,J3.6,5.00,Hobbyist,Male,3.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
59gA3i5E2-7-9:249IE-2a8E-92-1,J3.6,5.00,Graduate_Student,Male,12.00,Colombia,C++,0.00,1.00,2.00,0.00,0.00,3.00,3.00
813AE9c-9a-61-1,J4.7,3.00,Graduate_Student,Male,6.00,INDIA,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1598AG0g-8e-9-32,J1.8,4.00,Professional_Developer,Male,25.00,US,c++,0.00,1.00,1.00,0.00,0.00,2.00,2.00
178Ci-7G0E5-62,J3.6,4.00,Professional_Developer,Male,5.00,US,C,1.00,0.00,1.00,1.00,0.00,1.00,2.00
8EI3i9I949:931ii-1c6G-5-95,J5.35,3.00,Other,Female,10.00,US,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
22Ce-7c-5C-5-49,J5.35,5.00,Professional_Developer,Male,8.00,US,JAVA,1.00,0.00,0.00,1.00,1.00,0.00,2.00
588IC-1C8c-145,J4.7,4.00,Hobbyist,Male,12.00,US,Python,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1582ai0e2I065,J4.7,5.00,Graduate_Student,Male,2.00,INDIA,JAVA,1.00,1.00,1.00,0.00,0.00,2.00,2.00
1161Ag9E2A015,J4.7,4.00,Undergraduate_Student,Male,10.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
613IA4G3g400,J7.33,3.00,Graduate_Student,Male,6.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
1274Ie3c0A69-4,J6.51,5.00,Hobbyist,Female,1.00,US,bash,3.00,0.00,0.00,0.00,0.00,0.00,0.00
499Ig1e5E736,J4.7,3.00,Other,Female,26.00,US,SAS,0.00,0.00,1.00,2.00,0.00,1.00,3.00
805aA4C3C-174,J4.7,4.00,Hobbyist,Male,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
515IG1e8A-9-36,J7.33,5.00,Hobbyist,Male,33.00,US,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
90Ge-2g-4c24-7,J4.7,5.00,Professional_Developer,Male,3.50,INDIA,JAVA,1.00,1.00,0.00,0.00,0.00,1.00,1.00
1524GC-4c-6e84-1,J4.7,5.00,Professional_Developer,Female,16.00,INDIA,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
97ci7A-6e537:520EG-8e-4a-42-5,J7.33,5.00,Graduate_Student,Female,1.00,INDIA,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,2.00
1506IC2A8e2-20:615gC7g-8i-21-3:85aA-1G-5e8-11:89cG-4a4I-5-15,J3.6,5.00,Undergraduate_Student,Male,4.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1176aG-6g3A-509,J6.51,3.00,Undergraduate_Student,Male,2.00,US,JAVA,2.00,0.00,1.00,0.00,0.00,1.00,1.00
76Ig1I7i943,J4.7,5.00,Hobbyist,Male,10.00,Poland,PHP,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1303cA-9c3g-609,J4.7,3.00,Professional_Developer,Male,4.00,INDIA,5,0.00,0.00,3.00,0.00,0.00,3.00,3.00
486cI5E-5e4-98,J3.6,4.00,Professional_Developer,Male,10.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
99IG-7e4g019,J4.7,5.00,Professional_Developer,Male,15.00,US,JAVA,0.00,1.00,0.00,2.00,0.00,1.00,3.00
775GI0a2G-680,J8.54,3.00,Professional_Developer,Female,2.00,INDIA,JAVA,0.00,1.00,1.00,0.00,1.00,2.00,3.00
13CI-4i-5G7-5-1,J8.54,3.00,Undergraduate_Student,Male,8.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
789ga-6I1C50-4,J4.7,4.00,Undergraduate_Student,Female,5.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
1522GC0e-3c50-8,J1.8,5.00,Undergraduate_Student,Male,2.00,US,c++,0.00,0.00,2.00,0.00,0.00,2.00,2.00
600Ea-6C6E443,J8.54,5.00,Professional_Developer,Male,12.00,US,"C, VHDL, Python",0.00,0.00,3.00,0.00,0.00,3.00,3.00
283ci-2e-2C70-8,J7.33,5.00,Undergraduate_Student,Male,17.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
673eG3G4e074,J8.54,3.00,Hobbyist,Male,16.00,US,C#,0.00,0.00,1.00,2.00,0.00,1.00,3.00
56II-1e7E-789:57CI-4g3G20-9,J6.51,5.00,Hobbyist,Female,9.00,US,PHP,0.00,0.00,1.00,0.00,0.00,1.00,1.00
214ea9G9i04-1,J3.6,3.00,Graduate_Student,Male,4.00,US,JAVA,1.00,0.00,0.00,1.00,1.00,0.00,2.00
9GI2A-8C06-5,J4.7,5.00,Professional_Developer,Male,8.00,US,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
512cC-2g-1G0-6-7,J3.6,3.00,Professional_Developer,Male,4.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
19EC-9E-6c37-8,J4.7,4.00,Graduate_Student,Male,8.00,Germany,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
44iA1A8E-495,J6.51,4.00,Graduate_Student,Female,3.00,INDIA,perl,0.00,0.00,3.00,0.00,0.00,3.00,3.00
598Ia1G-5e2-45,J4.7,5.00,Hobbyist,Female,3.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
1010Cc7a3A2-9-6,J6.51,5.00,Professional_Developer,Male,35.00,US,"python, c++",0.00,1.00,1.00,1.00,0.00,2.00,3.00
3AG2a6c-6-4-6:485Gg1i-6E-150:13GC7c-2c-843,J8.54,5.00,Other,Male,6.00,US,python,0.00,1.00,1.00,1.00,0.00,2.00,3.00
210AA2A1E-24-1,J3.6,4.00,Undergraduate_Student,Female,2.00,US,HTML,1.00,0.00,0.00,0.00,0.00,0.00,0.00
251cg0c6g505,J8.54,4.00,Hobbyist,Male,4.00,Serbia,python,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1035cc-5g1C3-98,J4.7,4.00,Undergraduate_Student,Other,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
661ee-4e-8c4-5-6,J8.54,4.00,Professional_Developer,Male,10.00,US,"C,C++,.NET",0.00,1.00,1.00,1.00,0.00,2.00,3.00
754cC2G-2A-4-8-2,J4.7,5.00,Undergraduate_Student,Male,2.00,INDIA,JAVA,2.00,0.00,0.00,1.00,0.00,0.00,1.00
1057Ce-9i-9E-105,J4.7,4.00,Undergraduate_Student,Male,2.00,US,C++,0.00,0.00,1.00,0.00,1.00,1.00,2.00
1449GA0I-4C14-1,J1.8,4.00,Undergraduate_Student,Male,4.00,US,php and C++,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1033Ae4A5G2-3-4,J3.6,5.00,Professional_Developer,Male,25.00,US,"c#, c++",0.00,1.00,2.00,0.00,0.00,3.00,3.00
1059Ec7i-9C0-64,J4.7,5.00,Professional_Developer,Male,19.00,US,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
4IC-5i7I612:81ia8g6g-3-69:10IE-1i1e662,J3.6,4.00,Graduate_Student,Male,1.00,INDIA,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
996ec0C2g-36-7:7ga-6A-2g8-9-1,J4.7,5.00,Hobbyist,Male,8.00,US,Python,1.00,0.00,2.00,0.00,0.00,2.00,2.00
23EE-1c8E1-7-2:16eA-3g-9A-7-5-3,J2.24,4.00,Professional_Developer,Female,6.00,INDIA,"PHP,MySQL",1.00,1.00,1.00,0.00,0.00,2.00,2.00
106EC-9i-4a-718,J4.7,4.00,Other,Female,35.00,US,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
1036GI8I-8e6-30,J4.7,4.00,Undergraduate_Student,Male,1.00,US,JSP,1.00,0.00,0.00,0.00,0.00,0.00,0.00
702gc9c4a9-86,J3.6,3.00,Professional_Developer,Male,20.00,US,JAVA,1.00,0.00,0.00,1.00,1.00,0.00,2.00
513EI6i2E44-6,J8.54,4.00,Hobbyist,Male,5.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1007Ce4C-7e-8-3-7,J4.7,3.00,Professional_Developer,Female,2.00,US,JAVA,0.00,1.00,1.00,1.00,0.00,2.00,3.00
1213eA-4e-9g0-98,J6.51,5.00,Professional_Developer,Male,10.00,US,C#,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1662iG5A2G0-7-8:1702Ec2c-6C3-9-5,J4.7,3.00,Undergraduate_Student,Female,3.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
10Ei5i-5c-61-9,J7.33,5.00,Professional_Developer,Male,7.00,US,visual fox pro,0.00,1.00,1.00,0.00,1.00,2.00,3.00
