workerID,fileName,score,profession,gender,yearsOfProgramming,country,programmingLanguage,IDKLevel,TP,TN,FP,FN,CorrectAnswers,TotalAnswers
94CA2E-8e-485:14aa-9a8A-9-86,J3.6,5.00,Professional_Developer,Male,15.00,US,"HTML, CSS",0.00,0.00,1.00,0.00,1.00,1.00,2.00
1600Cc-8c9E841:67GE4A0g-870,J4.7,4.00,Undergraduate_Student,Male,3.00,US,C++,1.00,0.00,1.00,1.00,0.00,1.00,2.00
1138Ec-3g8I-6-1-9,J4.7,3.00,Graduate_Student,Male,3.00,INDIA,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,2.00
545gg-4G7e00-1,J5.35,3.00,Hobbyist,Male,30.00,US,JAVA,2.00,1.00,0.00,0.00,0.00,1.00,1.00
81aa3e6E7-48,J4.7,4.00,Undergraduate_Student,Male,3.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1566Gg-1I7G-1-4-3,J4.7,4.00,Professional_Developer,Male,2.00,canada,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
527ei-7g-8c1-70,J8.54,5.00,Graduate_Student,Male,3.00,US,R,0.00,0.00,2.00,1.00,0.00,2.00,3.00
502Ia1G-7i-502,J1.8,5.00,Hobbyist,Male,15.00,INDIA,"VB.Net, SQL",0.00,0.00,3.00,0.00,0.00,3.00,3.00
845EI-3g-3E700,J4.7,5.00,Undergraduate_Student,Male,6.00,US,"C#, C++",0.00,0.00,3.00,0.00,0.00,3.00,3.00
14Gg6e1I7-56,J4.7,5.00,Professional_Developer,Male,28.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
101GC1i5g-7-61:1008II-5a4e60-9:110gg-3i2G-6-94,J4.7,5.00,Professional_Developer,Male,15.00,INDIA,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
957cC5C0E4-4-5,J4.7,5.00,Undergraduate_Student,Male,2.00,US,Ada,0.00,1.00,2.00,0.00,0.00,3.00,3.00
18ii-3A8a-2-2-3:17cC4a2e-8-2-6,J7.33,3.00,Hobbyist,Male,5.00,US,C#,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1519cI0C0C5-18,J1.8,4.00,Undergraduate_Student,Male,2.00,US,C,0.00,0.00,2.00,0.00,0.00,2.00,2.00
1126Ai0i0i-74-1,J8.54,5.00,Hobbyist,Male,15.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
346Gg6E5E475,J3.6,4.00,Professional_Developer,Male,4.00,US,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
941eE-4G9i-56-4:283Aa7E0I474,J1.8,3.00,Undergraduate_Student,Male,5.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1493Ai0E9A4-49,J4.7,4.00,Professional_Developer,Male,35.00,US,"python, c++",0.00,0.00,3.00,0.00,0.00,3.00,3.00
1026Ae-6g1E-5-62,J4.7,4.00,Other,Female,5.00,INDIA,VisualBasic,2.00,0.00,0.00,1.00,0.00,0.00,1.00
16GI2i-7c70-7,J4.7,4.00,Hobbyist,Female,2.00,US,python,1.00,0.00,2.00,0.00,0.00,2.00,2.00
625ce5g-7c1-7-9,J4.7,4.00,Other,Male,30.00,US,C++,0.00,0.00,1.00,0.00,0.00,1.00,1.00
1AI-7e-8i090,J4.7,4.00,Hobbyist,Male,35.00,US,Euphoria,0.00,0.00,1.00,1.00,1.00,1.00,3.00
741Ec-1c3C-7-2-5,J8.54,3.00,Undergraduate_Student,Male,6.00,US,Python,0.00,0.00,2.00,1.00,0.00,2.00,3.00
83aa-2a3G4-14,J4.7,4.00,Professional_Developer,Male,20.00,US,C++,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1160gG0A0g516,J4.7,4.00,Professional_Developer,Male,5.00,US,JAVA,1.00,0.00,1.00,1.00,0.00,1.00,2.00
867ee0c4I-76-3,J4.7,3.00,Graduate_Student,Female,2.00,INDIA,c++,0.00,0.00,0.00,3.00,0.00,0.00,3.00
1593eE-3a2g273,J1.8,5.00,Undergraduate_Student,Male,8.00,US,JAVA,0.00,0.00,1.00,0.00,0.00,1.00,1.00
327CC-3i7A146,J3.6,4.00,Graduate_Student,Male,5.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
40Ag4a-1c-41-2,J3.6,3.00,Professional_Developer,Female,3.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
565Ag1e1E5-67,J8.54,4.00,Professional_Developer,Female,3.00,INDIA,C#,0.00,0.00,1.00,0.00,0.00,1.00,1.00
96Ca-7E2i-14-2,J4.7,3.00,Undergraduate_Student,Male,1.00,US,Python,1.00,0.00,1.00,1.00,0.00,1.00,2.00
67AI-8G5A71-3:163Aa0i0a963:161eg5c5I-649,J1.8,5.00,Other,Male,30.00,US,"none at present, most C and ksh in past, C++,",0.00,0.00,2.00,0.00,1.00,2.00,3.00
242Cg7E7G-60-3,J3.6,5.00,Hobbyist,Male,5.00,US,"matlab, js",0.00,0.00,1.00,2.00,0.00,1.00,3.00
553Ic-5c-3E0-81,J8.54,4.00,Professional_Developer,Male,4.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
188aC8i1a150,J1.8,5.00,Professional_Developer,Female,4.00,INDIA,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
64eA1C3G808,J6.51,5.00,Professional_Developer,Male,6.00,Italy,JAVA,1.00,0.00,1.00,0.00,1.00,1.00,2.00
1388Ce-6C9A-683,J4.7,4.00,Graduate_Student,Male,1.00,INDIA,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
909Ee-1C5I-65-5,J8.54,3.00,Other,Male,3.00,US,SAS,0.00,0.00,2.00,1.00,0.00,2.00,3.00
516eI-1a3E900,J8.54,4.00,Other,Male,20.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
71gi8a1G5-74,J4.7,5.00,Hobbyist,Male,7.00,US,Python,2.00,0.00,0.00,0.00,0.00,0.00,0.00
127IC0c0A-56-3,J5.35,4.00,Professional_Developer,Female,15.00,US,c sharp,0.00,1.00,2.00,0.00,0.00,3.00,3.00
80ca6g0i-1-49:23iE-4i0a1-40,J8.54,3.00,Undergraduate_Student,Male,2.00,US,Matlab,0.00,0.00,2.00,1.00,0.00,2.00,3.00
470aA4i3I-404,J4.7,3.00,Undergraduate_Student,Male,3.00,US,Swift,0.00,0.00,2.00,1.00,0.00,2.00,3.00
109CE-9e-3I1-37,J3.6,5.00,Graduate_Student,Female,4.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
711CI1g-7G-6-6-5,J8.54,4.00,Undergraduate_Student,Male,7.00,US,Python,0.00,0.00,2.00,0.00,0.00,2.00,2.00
781gE-5a0I-2-8-5,J3.6,3.00,Hobbyist,Male,35.00,US,Euphoria,0.00,1.00,1.00,1.00,0.00,2.00,3.00
91Ca-7G6e-5-5-6,J4.7,4.00,Professional_Developer,Male,25.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
299EC-4G-4a-3-89,J8.54,4.00,Professional_Developer,Female,3.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1583cG-5E-8C-6-50,J3.6,4.00,Professional_Developer,Male,25.00,US,C,0.00,1.00,1.00,1.00,0.00,2.00,3.00
395CE-8i-6E3-52,J8.54,3.00,Hobbyist,Male,2.00,Unites States of America,JAVA,0.00,2.00,1.00,0.00,0.00,3.00,3.00
358ig-7C7C5-1-2:10EI0c-3A0-3-9,J2.24,5.00,Professional_Developer,Male,5.00,US,SQL,0.00,1.00,1.00,0.00,1.00,2.00,3.00
585Eg7c9e716,J8.54,5.00,Hobbyist,Female,2.00,US,Python,2.00,0.00,1.00,0.00,0.00,1.00,1.00
84CE-1i3I00-5,J5.35,5.00,Professional_Developer,Female,3.00,INDIA,JAVA,0.00,1.00,0.00,2.00,0.00,1.00,3.00
1521AI-8g4A-1-63,J1.8,5.00,Undergraduate_Student,Male,17.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
1558IC6A2G07-8,J1.8,3.00,Professional_Developer,Male,7.00,INDIA,JAVA,0.00,1.00,1.00,0.00,0.00,2.00,2.00
235ec8G6c-82-6,J1.8,5.00,Hobbyist,Male,1.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
185ci-3a-7c2-76,J3.6,3.00,Professional_Developer,Female,9.00,INDIA,PHP,1.00,0.00,0.00,2.00,0.00,0.00,2.00
29ii5g2i4-31,J4.7,5.00,Professional_Developer,Male,2.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
809cE-2g-5i-8-5-7,J4.7,3.00,Graduate_Student,Male,3.00,INDIA,JAVA,0.00,1.00,1.00,1.00,0.00,2.00,3.00
358Ce0A6e-50-7,J3.6,3.00,Professional_Developer,Male,3.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
333aA2c-1a4-28,J8.54,5.00,Professional_Developer,Male,32.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
855ce-6e-8A-7-3-2,J4.7,3.00,Undergraduate_Student,Male,4.00,US,JAVA,0.00,1.00,0.00,0.00,0.00,1.00,1.00
75Ei-8A9C4-76,J8.54,4.00,Graduate_Student,Female,1.00,INDIA,JAVA,0.00,1.00,1.00,0.00,1.00,2.00,3.00
390iE-1e-1e-908,J8.54,3.00,Hobbyist,Male,3.00,US,C++,0.00,0.00,2.00,1.00,0.00,2.00,3.00
426AC1I-8a919,J8.54,3.00,Other,Female,2.00,US,HTML,3.00,0.00,0.00,0.00,0.00,0.00,0.00
706Ic-7e-9A5-43,J5.35,5.00,Graduate_Student,Female,5.00,INDIA,C,0.00,0.00,0.00,1.00,0.00,0.00,1.00
423Ee5A0E5-93,J7.33,5.00,Hobbyist,Male,5.00,US,C++,1.00,0.00,0.00,0.00,2.00,0.00,2.00
515AA4c-5g-9-77,J4.7,4.00,Professional_Developer,Female,12.00,INDIA,VB.net,1.00,0.00,2.00,0.00,0.00,2.00,2.00
549EI-5E-8e-92-5,J4.7,5.00,Hobbyist,Female,5.00,INDIA,JAVA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
74iC-2e-1C5-78,J8.54,4.00,Undergraduate_Student,Male,6.00,Romania,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
52ce6C-7G-1-1-1,J8.54,3.00,Undergraduate_Student,Male,5.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
850CI-4G6E-6-4-8,J4.7,3.00,Hobbyist,Female,2.00,US,C#,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1428ei-8G-8i70-4,J4.7,3.00,Undergraduate_Student,Female,3.00,INDIA,c,0.00,1.00,0.00,1.00,0.00,1.00,2.00
106iG8G-9I-9-80:590CG-6G-7i-71-9,J5.35,4.00,Professional_Developer,Male,10.00,US,C++,0.00,1.00,0.00,2.00,0.00,1.00,3.00
945eg8c3A220,J4.7,4.00,Other,Male,2.00,INDIA,JAVA,3.00,0.00,0.00,0.00,0.00,0.00,0.00
771eE-2I5c-40-7,J2.24,3.00,Professional_Developer,Female,9.00,INDIA,PHP,0.00,0.00,2.00,1.00,0.00,2.00,3.00
751gC1a0c-7-3-2,J4.7,4.00,Hobbyist,Male,1.00,US,Python,2.00,0.00,1.00,0.00,0.00,1.00,1.00
1085iG9e-2C-6-57,J4.7,5.00,Professional_Developer,Male,3.00,INDIA,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1338Ag-4A7i-4-85,J1.8,3.00,Graduate_Student,Male,2.00,US,JAVA,2.00,0.00,0.00,0.00,0.00,0.00,0.00
556ce9C0G5-9-7,J6.51,4.00,Undergraduate_Student,Male,2.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
191CA-4G6G-4-20,J8.54,3.00,Hobbyist,Female,4.00,US,Python,0.00,2.00,1.00,0.00,0.00,3.00,3.00
394Cg0C6E-70-2,J3.6,3.00,Graduate_Student,Male,3.00,Bulgaria,"C#, Python",0.00,1.00,1.00,1.00,0.00,2.00,3.00
10eA-4G6I98-6,J4.7,5.00,Undergraduate_Student,Male,1.00,US,html,0.00,1.00,0.00,2.00,0.00,1.00,3.00
555aC0a8e4-8-3:535CE8A-5e-95-2,J1.8,3.00,Graduate_Student,Female,1.00,US,JAVA,0.00,1.00,0.00,2.00,0.00,1.00,3.00
208ae5c-5e-2-5-1,J8.54,5.00,Hobbyist,Male,20.00,US,python,0.00,0.00,3.00,0.00,0.00,3.00,3.00
816iE-9I-4e-87-8,J4.7,3.00,Graduate_Student,Male,2.00,INDIA,JAVA,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1114Ii7g4i-76-9,J4.7,4.00,Hobbyist,Female,1.00,US,BASH,0.00,0.00,3.00,0.00,0.00,3.00,3.00
817EE-1e2C78-7:129eE4a-1E-24-3,J2.24,3.00,Hobbyist,Male,32.00,US,JAVA,0.00,2.00,1.00,0.00,0.00,3.00,3.00
17aA-9e6i460,J4.7,4.00,Professional_Developer,Female,3.00,US,JAVA,0.00,0.00,1.00,2.00,0.00,1.00,3.00
9gG8A-6g-1-55:601eI7I-3a-5-5-6,J1.8,4.00,Professional_Developer,Male,5.00,US,C#,0.00,0.00,3.00,0.00,0.00,3.00,3.00
357Ac8I-6G-770,J5.35,3.00,Undergraduate_Student,Male,2.00,US,Matlab,0.00,1.00,1.00,1.00,0.00,2.00,3.00
207GI-1i3I004,J4.7,5.00,Undergraduate_Student,Female,3.00,US,JAVA,2.00,0.00,0.00,1.00,0.00,0.00,1.00
505GE3G-6a90-4:757ia0c-2i-4-17,J3.6,4.00,Hobbyist,Male,3.00,US,Python,3.00,0.00,0.00,0.00,0.00,0.00,0.00
51AE0A-7E53-3,J4.7,4.00,Graduate_Student,Female,5.00,US,c#,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1159AI-9A9g2-1-9,J4.7,5.00,Professional_Developer,Male,20.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
679cc3G-4E-7-7-3,J8.54,3.00,Hobbyist,Male,1.50,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
584cC0A4G-821,J7.33,4.00,Undergraduate_Student,Male,1.00,US,JAVA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
484Ec-5E-6C52-2,J8.54,5.00,Undergraduate_Student,Male,6.00,US,"C#, C++",0.00,0.00,2.00,1.00,0.00,2.00,3.00
100iI-7A-7g-505:15ge-4I9c-31-7,J1.8,5.00,Hobbyist,Male,4.00,US,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,2.00
509ag3C6G-120,J8.54,4.00,Professional_Developer,Male,10.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1332CE5a-2e-9-3-1,J4.7,5.00,Hobbyist,Male,4.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
37gg5C-5i149,J5.35,5.00,Graduate_Student,Male,6.00,US,C,2.00,1.00,0.00,0.00,0.00,1.00,1.00
24cc-9i1a-4-81,J4.7,3.00,Professional_Developer,Male,10.00,US,JAVA,1.00,0.00,1.00,1.00,0.00,1.00,2.00
801iG-2I-2G450,J4.7,4.00,Graduate_Student,Male,10.00,US,python,1.00,0.00,0.00,2.00,0.00,0.00,2.00
979ei-5I-9C5-61,J4.7,4.00,Undergraduate_Student,Female,1.00,US,Python,1.00,0.00,1.00,1.00,0.00,1.00,2.00
835iG-2A-6c5-1-3,J2.24,3.00,Undergraduate_Student,Male,17.00,US,JAVA,0.00,0.00,1.00,0.00,2.00,1.00,3.00
257iC-1e8c9-56,J3.6,5.00,Undergraduate_Student,Other,2.00,US,C++,0.00,0.00,3.00,0.00,0.00,3.00,3.00
181gi-1i8G-4-2-9,J4.7,3.00,Undergraduate_Student,Male,2.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1471CA8i0C-225,J1.8,5.00,Other,Female,15.00,US,Python,0.00,1.00,1.00,0.00,0.00,2.00,2.00
59eA3i6i030:86GA-3G-4C8-5-2,J2.24,4.00,Hobbyist,Male,15.00,US,C#,0.00,0.00,3.00,0.00,0.00,3.00,3.00
83AA6G-2C-583,J6.51,5.00,Hobbyist,Male,24.00,US,PHP,1.00,0.00,0.00,1.00,0.00,0.00,1.00
956GG7A0C-223,J4.7,3.00,Graduate_Student,Male,6.00,INDIA,SQL,0.00,0.00,0.00,3.00,0.00,0.00,3.00
434Ci3a0c-1-68,J5.35,4.00,Professional_Developer,Male,33.00,US,C#,1.00,0.00,1.00,0.00,1.00,1.00,2.00
1504ic8g0I130:312cI-5a9I-1-82:10eG-8i5a-618,J3.6,5.00,Professional_Developer,Male,8.00,INDIA,C#,0.00,1.00,2.00,0.00,0.00,3.00,3.00
35Eg-6i-8G-2-6-8,J2.24,3.00,Undergraduate_Student,Female,3.00,US,php,0.00,0.00,1.00,2.00,0.00,1.00,3.00
92ea8E5i07-8:77cc-5c0G32-4,J8.54,4.00,Graduate_Student,Male,6.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1164Ac-1A6E-19-8,J4.7,3.00,Other,Male,1.00,US,JAVA,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1371aa-3i6A-67-2,J4.7,4.00,Undergraduate_Student,Male,5.00,US,JAVA,1.00,0.00,1.00,1.00,0.00,1.00,2.00
458eA4a-4i44-9,J8.54,4.00,Undergraduate_Student,Male,9.00,US,JAVA,0.00,1.00,1.00,0.00,1.00,2.00,3.00
605cg-2c6g-665,J8.54,3.00,Undergraduate_Student,Male,2.00,US,JAVA,1.00,0.00,2.00,0.00,0.00,2.00,2.00
985AG2C4g-61-6,J4.7,3.00,Graduate_Student,Female,1.00,INDIA,C,0.00,0.00,1.00,1.00,1.00,1.00,3.00
27Ei-8i0A-3-59:15cG-7i7C996,J2.24,3.00,Professional_Developer,Male,23.00,US,"RPG, Visual Basic",1.00,2.00,0.00,0.00,0.00,2.00,2.00
1256Ii4I4g84-2,J6.51,3.00,Professional_Developer,Male,12.00,US,JAVA,3.00,0.00,0.00,0.00,0.00,0.00,0.00
355Aa-2E7e8-97,J3.6,4.00,Professional_Developer,Male,10.00,US,JAVA,0.00,0.00,1.00,2.00,0.00,1.00,3.00
1497Ia5a4a-185,J1.8,4.00,Undergraduate_Student,Female,3.00,US,C,0.00,0.00,2.00,0.00,0.00,2.00,2.00
770Ce-7G-7e721,J4.7,4.00,Hobbyist,Male,1.00,INDIA,ASP.NET,0.00,0.00,0.00,3.00,0.00,0.00,3.00
727aI-4c3a52-9,J8.54,5.00,Graduate_Student,Male,4.00,INDIA,"C, Cuda, Matlab",0.00,0.00,3.00,0.00,0.00,3.00,3.00
1458GG9g6A2-9-9,J4.7,5.00,Hobbyist,Male,3.00,US,C#,2.00,0.00,1.00,0.00,0.00,1.00,1.00
1050eE-1c-6C0-2-1,J4.7,5.00,Professional_Developer,Male,10.00,US,php,0.00,1.00,2.00,0.00,0.00,3.00,3.00
94iC8I-7g2-6-9:176ac-2C-6e7-94,J3.6,3.00,Professional_Developer,Male,25.00,US,"C#, C++",0.00,0.00,0.00,2.00,1.00,0.00,3.00
52ag-1C-3E-29-3,J8.54,3.00,Hobbyist,Female,1.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
817Ec-1A8c-194,J4.7,4.00,Undergraduate_Student,Male,8.00,US,JAVA,1.00,0.00,0.00,2.00,0.00,0.00,2.00
1394iC9g0e-7-66,J4.7,4.00,Professional_Developer,Male,5.00,US,C++ and Python,0.00,0.00,2.00,1.00,0.00,2.00,3.00
1503ge-6g-9C95-7,J4.7,3.00,Other,Male,7.00,INDIA,JAVA,2.00,0.00,0.00,1.00,0.00,0.00,1.00
940IE-6c3C5-6-5,J4.7,3.00,Other,Male,1.00,Sri Lanka,Python,0.00,0.00,1.00,2.00,0.00,1.00,3.00
1206iA4i-9C6-8-3,J6.51,5.00,Undergraduate_Student,Female,2.00,US,3,0.00,0.00,1.00,1.00,1.00,1.00,3.00
247iI-1a-8i-2-2-3,J8.54,4.00,Other,Female,7.00,US,JAVA,0.00,0.00,3.00,0.00,0.00,3.00,3.00
43IC4E-5c0-3-2,J2.24,3.00,Hobbyist,Male,12.00,US,AJAX,1.00,0.00,0.00,0.00,1.00,0.00,1.00
406cI-5A0g-91-1,J3.6,3.00,Graduate_Student,Male,1.00,Romania,Swift,2.00,0.00,0.00,0.00,0.00,0.00,0.00
118Cc-2C-6I-1-83,J6.51,5.00,Graduate_Student,Female,3.00,INDIA,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
656AI5G0i-32-5,J1.8,4.00,Undergraduate_Student,Male,4.00,US,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
733ea2e-6i808,J8.54,5.00,Hobbyist,Male,1.00,US,C++,1.00,0.00,2.00,0.00,0.00,2.00,2.00
205Ai1c-6A95-2,J8.54,3.00,Professional_Developer,Male,11.00,US,"MAGIC, C++",3.00,0.00,0.00,0.00,0.00,0.00,0.00
881AC0I2E-625:135cI3E-7e8-86,J1.8,5.00,Professional_Developer,Male,7.00,US,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
1523iA8C4C-602,J1.8,5.00,Professional_Developer,Male,14.00,US,"C++,Object Pascal",0.00,1.00,1.00,0.00,0.00,2.00,2.00
602Cc9g-4i1-3-4,J8.54,3.00,Undergraduate_Student,Female,2.00,US,python,0.00,0.00,3.00,0.00,0.00,3.00,3.00
686GG7a1c856,J8.54,5.00,Professional_Developer,Male,10.00,US,JAVA,0.00,0.00,1.00,2.00,0.00,1.00,3.00
375iA6E-5g91-6,J7.33,5.00,Hobbyist,Female,5.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
1171ea-4g-6C-73-8,J6.51,3.00,Graduate_Student,Male,2.00,US,C#,0.00,0.00,1.00,2.00,0.00,1.00,3.00
96CE1c7G35-1:591ga-7E0E9-88,J4.7,4.00,Hobbyist,Female,15.00,US,JAVA,0.00,0.00,2.00,0.00,1.00,2.00,3.00
5Ag-2g5E106,J4.7,5.00,Undergraduate_Student,Male,3.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
57Ai4C-7E67-1,J4.7,5.00,Professional_Developer,Female,6.00,US,C++,0.00,0.00,3.00,0.00,0.00,3.00,3.00
162EC-9C1G-9-8-2,J8.54,3.00,Graduate_Student,Female,1.00,uk,C,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1210gi0G-9I-1-5-7,J6.51,4.00,Graduate_Student,Male,8.00,US,Python,0.00,0.00,1.00,0.00,0.00,1.00,1.00
222cC-5A1E364,J8.54,4.00,Professional_Developer,Male,5.00,US,JAVA,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1457Ee7C-8c4-51:836Ii-6G-5c-819,J4.7,3.00,Undergraduate_Student,Female,2.00,US,Python,3.00,0.00,0.00,0.00,0.00,0.00,0.00
901AG-9g1g270,J4.7,5.00,Professional_Developer,Female,7.00,INDIA,JAVA,0.00,1.00,2.00,0.00,0.00,3.00,3.00
498ce-2a7G1-27,J8.54,4.00,Undergraduate_Student,Male,3.00,US,C,0.00,0.00,3.00,0.00,0.00,3.00,3.00
470Gc0A-7e-350,J7.33,5.00,Hobbyist,Male,10.00,US,JAVA,0.00,0.00,0.00,1.00,1.00,0.00,2.00
431IC5c-9A-716,J5.35,3.00,Undergraduate_Student,Female,2.00,US,C++,0.00,0.00,1.00,1.00,1.00,1.00,3.00
268Ai-3a-7G689,J3.6,3.00,Graduate_Student,Female,2.00,US,python,0.00,0.00,1.00,1.00,1.00,1.00,3.00
1592Eg1I-7A9-5-4,J1.8,5.00,Professional_Developer,Male,12.00,US,JAVA,0.00,0.00,2.00,0.00,0.00,2.00,2.00
321Ei-7C3c96-3,J8.54,3.00,Professional_Developer,Male,5.00,US,SQL,0.00,0.00,3.00,0.00,0.00,3.00,3.00
1569GA-9C0a903,J1.8,5.00,Professional_Developer,Male,7.00,US,visual foxpro,0.00,1.00,1.00,0.00,0.00,2.00,2.00
393gE6C1e-964,J8.54,3.00,Other,Female,20.00,US,Various,0.00,0.00,2.00,1.00,0.00,2.00,3.00
690eg9E3e-97-9,J8.54,3.00,Professional_Developer,Male,2.00,INDIA,JAVA,1.00,0.00,1.00,1.00,0.00,1.00,2.00
66Ig3i-8i-7-4-5,J6.51,5.00,Hobbyist,Female,10.00,US,python,0.00,0.00,3.00,0.00,0.00,3.00,3.00
519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4,J1.8,5.00,Professional_Developer,Female,4.00,US,JAVA,0.00,0.00,2.00,1.00,0.00,2.00,3.00
